Posição 1,Posição 2,Posição 3,Posição 4,Posição 5,Posição 6,Posição 7,Posição 8,Posição 9,Posição 10,Posição 11,Posição 12,Posição 13,Posição 14,Posição 15,Posição 16,Posição 17,Posição 18,Posição 19,Posição 20,Posição 21,Posição 22,Posição 23,Posição 24,Posição 25,Posição 26,Posição 27,Posição 28,Posição 29,Posição 30,Posição 31,Posição 32,Posição 33,Posição 34,Posição 35,Posição 36,Posição 37,Posição 38,Posição 39,Posição 40,Posição 41,Posição 42,Melhor jogada,Probabilidade de vitória (%)
,,O,O,X,O,,,,X,O,O,O,,,,X,X,X,O,,,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,0,99.71335819864622
,,O,O,X,O,,,,X,O,O,O,,,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,0,0.25715503917284016
,,O,O,X,O,,,,X,O,O,O,,O,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,0,99.7637985586219
,,O,O,X,O,,X,,X,O,O,O,,O,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,0,0.15429700508403082
O,,O,O,X,O,,X,,X,O,O,O,,O,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,1,100.0
O,,O,O,X,O,,X,,X,O,O,O,,O,,X,X,X,O,,X,,O,O,O,X,,X,X,X,O,X,O,,X,O,X,X,X,O,X,1,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18.543956043956044
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,3,28.18405916187346
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,,,,2,15.33254855797528
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,X,X,,,,1,58.424199788955335
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,O,X,X,,,,2,30.260380014074595
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,O,,,,,O,X,X,,,,2,39.45168839852892
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,,,,3,42.39913544668588
,,,,,,,,,,,,,,,,,,,,,,,O,X,,,,,,X,O,,,,,O,X,X,,,,4,53.41337907375643
,,,,,,,,,,,,,,,,,,,,,,,O,X,,,,,,X,O,,,,,O,X,X,O,,,2,28.393404907975462
,,,,,,,,,,,,,,,,X,,,,,,,O,X,,,,,,X,O,,,,,O,X,X,O,,,4,62.04013377926422
,,,,,,,,,,,,,,,,X,,,,,,,O,X,,,,,,X,O,O,,,,O,X,X,O,,,3,31.782945736434108
,,,,,,,,,,,,,,,,X,X,,,,,,O,X,,,,,,X,O,O,,,,O,X,X,O,,,3,64.97427101200685
,,,,,,,,,,O,,,,,,X,X,,,,,,O,X,,,,,,X,O,O,,,,O,X,X,O,,,2,39.48368704466265
,,,,,,,,,X,O,,,,,,X,X,,,,,,O,X,,,,,,X,O,O,,,,O,X,X,O,,,3,54.18130709768095
,,,O,,,,,,X,O,,,,,,X,X,,,,,,O,X,,,,,,X,O,O,,,,O,X,X,O,,,0,47.320600778787316
,,,O,,,,,,X,O,,,,,,X,X,,,,,,O,X,,,,,,X,O,O,,,X,O,X,X,O,,,1,56.92604856512141
,,,O,,,,,,X,O,,,,,,X,X,,,,,,O,X,,,,,O,X,O,O,,,X,O,X,X,O,,,0,48.16551400773649
,,,O,,,,,,X,O,,,,,,X,X,,,,,,O,X,,,,X,O,X,O,O,,,X,O,X,X,O,,,2,49.466753222665304
,,O,O,,,,,,X,O,,,,,,X,X,,,,,,O,X,,,,X,O,X,O,O,,,X,O,X,X,O,,,4,56.28449971448512
,,O,O,,,,,,X,O,,,,,,X,X,,,,,,O,X,X,,,X,O,X,O,O,,,X,O,X,X,O,,,4,34.08889675934124
,,O,O,,,,,,X,O,,,,,,X,X,O,,,,,O,X,X,,,X,O,X,O,O,,,X,O,X,X,O,,,6,70.40701491137578
,,O,O,,,,,,X,O,,,,,,X,X,O,,,,,O,X,X,,,X,O,X,O,O,,,X,O,X,X,O,,X,6,17.408172885166252
,,O,O,,,,,,X,O,,,,,,X,X,O,,,,,O,X,X,,,X,O,X,O,O,,O,X,O,X,X,O,,X,6,85.56773211567732
,,O,O,,,,,,X,O,,,,,,X,X,O,,,,,O,X,X,,X,X,O,X,O,O,,O,X,O,X,X,O,,X,6,7.133342780218223
,,O,O,,,,,,X,O,,,,,,X,X,O,,O,,,O,X,X,,X,X,O,X,O,O,,O,X,O,X,X,O,,X,0,93.87059191270495
,,O,O,,,,,,X,O,,,,,,X,X,O,,O,X,,O,X,X,,X,X,O,X,O,O,,O,X,O,X,X,O,,X,0,3.8877149169148013
,,O,O,,,,,,X,O,,,,O,,X,X,O,,O,X,,O,X,X,,X,X,O,X,O,O,,O,X,O,X,X,O,,X,4,96.61046297699184
,,O,O,,,,,,X,O,X,,,O,,X,X,O,,O,X,,O,X,X,,X,X,O,X,O,O,,O,X,O,X,X,O,,X,4,1.442129152052816
,,O,O,O,,,,,X,O,X,,,O,,X,X,O,,O,X,,O,X,X,,X,X,O,X,O,O,,O,X,O,X,X,O,,X,6,99.30113216589126
,,O,O,O,,,,,X,O,X,,X,O,,X,X,O,,O,X,,O,X,X,,X,X,O,X,O,O,,O,X,O,X,X,O,,X,6,0.40847257134407805
,,O,O,O,,O,,,X,O,X,,X,O,,X,X,O,,O,X,,O,X,X,,X,X,O,X,O,O,,O,X,O,X,X,O,,X,0,99.90130564408348
,,O,O,O,,O,X,,X,O,X,,X,O,,X,X,O,,O,X,,O,X,X,,X,X,O,X,O,O,,O,X,O,X,X,O,,X,0,0.10160161084735743
O,,O,O,O,,O,X,,X,O,X,,X,O,,X,X,O,,O,X,,O,X,X,,X,X,O,X,O,O,,O,X,O,X,X,O,,X,1,100.0
O,,O,O,O,,O,X,,X,O,X,,X,O,,X,X,O,,O,X,X,O,X,X,,X,X,O,X,O,O,,O,X,O,X,X,O,,X,1,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19.18016194331984
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,3,33.46439493228484
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,,,,2,20.339805825242717
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,X,X,,,,1,51.302498670919725
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,O,X,X,,,,2,30.77816492450639
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,O,,,,,O,X,X,,,,2,38.381588715664435
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,,,,4,41.27791914051456
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,,,5,23.60020931449503
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,O,,4,56.483578708946766
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,X,,,,O,X,X,X,O,,4,13.49646339132097
,,,,,,,,,,,,,,,,,,,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,4,70.93330622204148
,,,,,,,,,,,,,,,,,,X,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,1,15.401548504630332
,,,,,,,,,,,,,,,,,,X,,,,,O,,O,,,,O,X,O,X,,,,O,X,X,X,O,,1,73.3584032398033
,,,,,,,,,,,,,,,,,,X,,,,X,O,,O,,,,O,X,O,X,,,,O,X,X,X,O,,2,21.848116285968555
,,,,,,,,,,,,,,,,O,,X,,,,X,O,,O,,,,O,X,O,X,,,,O,X,X,X,O,,2,65.8855961405927
,,,,,,,,,X,,,,,,,O,,X,,,,X,O,,O,,,,O,X,O,X,,,,O,X,X,X,O,,3,25.177218284038133
,,,,,,,,,X,,,,,,,O,,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,3,74.92970123022847
,,,,,,,,,X,,,,,,,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,1,20.603015075376884
,,,,,,,,,X,,,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,3,76.10322400167844
,,,,,,,,,X,X,,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,1,22.26086956521739
,,,,,,,,O,X,X,,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,4,78.77947295423023
,,,,,,,,O,X,X,X,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,6,25.47244990892532
,,,,,,,,O,X,X,X,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,O,0,75.31738794977906
,,,,,,,,O,X,X,X,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,X,O,X,X,X,O,O,6,28.772939906441163
,,,,,,,,O,X,X,X,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,O,X,O,X,X,X,O,O,6,48.52454846095141
,,,,,,,,O,X,X,X,,,,O,O,X,X,,,,X,O,O,O,,X,,O,X,O,X,,O,X,O,X,X,X,O,O,6,61.69716910000685
,,,,,,,,O,X,X,X,,,,O,O,X,X,,O,,X,O,O,O,,X,,O,X,O,X,,O,X,O,X,X,X,O,O,6,17.359422212395902
,,,,,,,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,,O,X,O,X,,O,X,O,X,X,X,O,O,2,84.1878968094511
,,O,,,,,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,,O,X,O,X,,O,X,O,X,X,X,O,O,3,5.079081463834293
,,O,X,,,,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,,O,X,O,X,,O,X,O,X,X,X,O,O,0,96.25661628722658
,,O,X,,,,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,O,O,X,O,X,,O,X,O,X,X,X,O,O,6,1.3623490833209122
,,O,X,,,X,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,O,O,X,O,X,,O,X,O,X,X,X,O,O,4,99.53059855972477
,,O,X,O,,X,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,O,O,X,O,X,,O,X,O,X,X,X,O,O,1,0.16390962275569904
,X,O,X,O,,X,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,O,O,X,O,X,,O,X,O,X,X,X,O,O,5,99.96694706572576
,X,O,X,O,,X,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,O,O,X,O,X,O,O,X,O,X,X,X,O,O,5,0.032619654824743494
,X,O,X,O,,X,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,X,X,O,O,X,O,X,O,O,X,O,X,X,X,O,O,0,100.0
,X,O,X,O,,X,,O,X,X,X,,X,,O,O,X,X,,O,O,X,O,O,O,X,X,O,O,X,O,X,O,O,X,O,X,X,X,O,O,0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19.098712446351932
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,3,32.381843706130084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,,,,2,18.53345989558614
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,X,X,,,,1,54.61098682575193
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,O,X,X,,,,2,29.582158420917715
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,O,,,,,O,X,X,,,,2,39.959839357429715
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,,,,3,36.17755856966708
,,,,,,,,,,,,,,,,,,,,,,,O,X,,,,,,X,O,,,,,O,X,X,,,,2,45.626040318106156
,,,,,,,,,,,,,,,,O,,,,,,,O,X,,,,,,X,O,,,,,O,X,X,,,,4,46.97878228782288
,,,,,,,,,,,,,,,,O,,,,,,,O,X,,,,,,X,O,,,,,O,X,X,X,,,5,35.59577677224736
,,,,,,,,,,,,,,,,O,,,,,,,O,X,,,,,,X,O,,,,,O,X,X,X,O,,3,50.0955500955501
,,,,,,,,,,,,,,,,O,X,,,,,,O,X,,,,,,X,O,,,,,O,X,X,X,O,,2,38.931435264438235
,,,,,,,,,O,,,,,,,O,X,,,,,,O,X,,,,,,X,O,,,,,O,X,X,X,O,,2,47.57178305565402
,,X,,,,,,,O,,,,,,,O,X,,,,,,O,X,,,,,,X,O,,,,,O,X,X,X,O,,5,50.13988187752565
,,X,,,,,,,O,,,,,,,O,X,,,,,,O,X,,,,,,X,O,,O,,,O,X,X,X,O,,3,23.944340702367327
,,X,,,,,,,O,X,,,,,,O,X,,,,,,O,X,,,,,,X,O,,O,,,O,X,X,X,O,,3,73.89882541377469
,,X,O,,,,,,O,X,,,,,,O,X,,,,,,O,X,,,,,,X,O,,O,,,O,X,X,X,O,,4,13.47337368394283
,,X,O,,,,,,O,X,,,,,,O,X,,,,,,O,X,,,,,,X,O,X,O,,,O,X,X,X,O,,5,66.71114405732641
,,X,O,,,,,,O,X,,,,,,O,X,,,,,,O,X,,O,,,,X,O,X,O,,,O,X,X,X,O,,5,20.921432003844306
,,X,O,,,,,,O,X,,,,,,O,X,,X,,,,O,X,,O,,,,X,O,X,O,,,O,X,X,X,O,,5,42.38270366655522
,,X,O,,,,,,O,X,,O,,,,O,X,,X,,,,O,X,,O,,,,X,O,X,O,,,O,X,X,X,O,,6,24.185152183088686
,,X,O,,,,,,O,X,,O,,,,O,X,,X,,,,O,X,,O,,,,X,O,X,O,,,O,X,X,X,O,X,1,39.142999857285574
,,X,O,,,,,,O,X,,O,,,,O,X,,X,,,,O,X,,O,,,O,X,O,X,O,,,O,X,X,X,O,X,1,23.56843374877951
,,X,O,,,,,,O,X,,O,,,,O,X,,X,,,X,O,X,,O,,,O,X,O,X,O,,,O,X,X,X,O,X,5,43.53261444127286
,,X,O,,O,,,,O,X,,O,,,,O,X,,X,,,X,O,X,,O,,,O,X,O,X,O,,,O,X,X,X,O,X,1,25.72188101567513
,,X,O,,O,,,,O,X,,O,,,X,O,X,,X,,,X,O,X,,O,,,O,X,O,X,O,,,O,X,X,X,O,X,4,51.86657368665737
,,X,O,,O,,,,O,X,,O,,,X,O,X,,X,,,X,O,X,O,O,,,O,X,O,X,O,,,O,X,X,X,O,X,4,34.08229330834433
,,X,O,,O,,,,O,X,,O,,,X,O,X,X,X,,,X,O,X,O,O,,,O,X,O,X,O,,,O,X,X,X,O,X,1,26.384411344623548
,,X,O,,O,,,O,O,X,,O,,,X,O,X,X,X,,,X,O,X,O,O,,,O,X,O,X,O,,,O,X,X,X,O,X,0,78.0335251438579
,,X,O,,O,,,O,O,X,,O,,,X,O,X,X,X,,,X,O,X,O,O,,,O,X,O,X,O,,X,O,X,X,X,O,X,1,6.279822078447229
,O,X,O,,O,,,O,O,X,,O,,,X,O,X,X,X,,,X,O,X,O,O,,,O,X,O,X,O,,X,O,X,X,X,O,X,0,94.89037401805605
,O,X,O,,O,,,O,O,X,,O,,,X,O,X,X,X,,,X,O,X,O,O,,X,O,X,O,X,O,,X,O,X,X,X,O,X,6,1.3108864939643439
,O,X,O,,O,,,O,O,X,,O,,,X,O,X,X,X,,,X,O,X,O,O,,X,O,X,O,X,O,O,X,O,X,X,X,O,X,0,98.02327211551942
,O,X,O,,O,,,O,O,X,,O,,,X,O,X,X,X,,X,X,O,X,O,O,,X,O,X,O,X,O,O,X,O,X,X,X,O,X,0,0.4138704624132129
,O,X,O,,O,,,O,O,X,,O,,O,X,O,X,X,X,,X,X,O,X,O,O,,X,O,X,O,X,O,O,X,O,X,X,X,O,X,0,99.17182774016996
,O,X,O,,O,,X,O,O,X,,O,,O,X,O,X,X,X,,X,X,O,X,O,O,,X,O,X,O,X,O,O,X,O,X,X,X,O,X,0,0.13182154980786795
O,O,X,O,,O,,X,O,O,X,,O,,O,X,O,X,X,X,,X,X,O,X,O,O,,X,O,X,O,X,O,O,X,O,X,X,X,O,X,6,99.87299098392786
O,O,X,O,,O,,X,O,O,X,,O,,O,X,O,X,X,X,,X,X,O,X,O,O,X,X,O,X,O,X,O,O,X,O,X,X,X,O,X,6,0.02867981592772686
O,O,X,O,,O,,X,O,O,X,,O,,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X,O,X,O,X,O,O,X,O,X,X,X,O,X,6,99.9469320848615
O,O,X,O,,O,,X,O,O,X,,O,X,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X,O,X,O,X,O,O,X,O,X,X,X,O,X,6,0.0005189521318553576
O,O,X,O,,O,O,X,O,O,X,,O,X,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X,O,X,O,X,O,O,X,O,X,X,X,O,X,4,100.0
O,O,X,O,,O,O,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X,O,X,O,X,O,O,X,O,X,X,X,O,X,4,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18.64495798319328
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,3,32.81818181818182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,,,,2,18.73552570634553
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,X,X,,,,1,51.64588528678304
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,O,X,X,,,,2,30.683544303797465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,O,,,,,O,X,X,,,,2,45.96454640250261
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,,,,3,36.78486997635934
,,,,,,,,,,,,,,,,,,,,,,,O,X,,,,,,X,O,,,,,O,X,X,,,,2,46.68834502823892
,,,,,,,,,,,,,,,,O,,,,,,,O,X,,,,,,X,O,,,,,O,X,X,,,,4,47.48250169338451
,,,,,,,,,,,,,,,,O,,,,,,,O,X,,,,,,X,O,,,,,O,X,X,X,,,5,38.81262868908716
,,,,,,,,,,,,,,,,O,,,,,,,O,X,,,,,,X,O,,,,,O,X,X,X,O,,3,52.764258080619
,,,,,,,,,,,,,,,,O,X,,,,,,O,X,,,,,,X,O,,,,,O,X,X,X,O,,2,38.91107841076308
,,,,,,,,,O,,,,,,,O,X,,,,,,O,X,,,,,,X,O,,,,,O,X,X,X,O,,2,41.93859649122807
,,X,,,,,,,O,,,,,,,O,X,,,,,,O,X,,,,,,X,O,,,,,O,X,X,X,O,,5,50.5988575640317
,,X,,,,,,,O,,,,,,,O,X,,,,,,O,X,,,,,,X,O,,O,,,O,X,X,X,O,,3,23.764205340648267
,,X,,,,,,,O,X,,,,,,O,X,,,,,,O,X,,,,,,X,O,,O,,,O,X,X,X,O,,3,72.53526220614827
,,X,O,,,,,,O,X,,,,,,O,X,,,,,,O,X,,,,,,X,O,,O,,,O,X,X,X,O,,4,13.899575318511118
,,X,O,,,,,,O,X,,,,,,O,X,,,,,,O,X,,,,,,X,O,X,O,,,O,X,X,X,O,,5,67.2053627104552
,,X,O,,,,,,O,X,,,,,,O,X,,,,,,O,X,,O,,,,X,O,X,O,,,O,X,X,X,O,,5,23.7223870755028
,,X,O,,,,,,O,X,,,,,,O,X,,X,,,,O,X,,O,,,,X,O,X,O,,,O,X,X,X,O,,5,44.8002836208934
,,X,O,,,,,,O,X,,O,,,,O,X,,X,,,,O,X,,O,,,,X,O,X,O,,,O,X,X,X,O,,6,27.15607815084723
,,X,O,,,,,,O,X,,O,,,,O,X,,X,,,,O,X,,O,,,,X,O,X,O,,,O,X,X,X,O,X,1,38.02308802308802
,,X,O,,,,,,O,X,,O,,,,O,X,,X,,,,O,X,,O,,,O,X,O,X,O,,,O,X,X,X,O,X,1,26.372322297955208
,,X,O,,,,,,O,X,,O,,,,O,X,,X,,,X,O,X,,O,,,O,X,O,X,O,,,O,X,X,X,O,X,5,43.09462042599672
,,X,O,,O,,,,O,X,,O,,,,O,X,,X,,,X,O,X,,O,,,O,X,O,X,O,,,O,X,X,X,O,X,1,26.248600223964164
,,X,O,,O,,,,O,X,,O,,,X,O,X,,X,,,X,O,X,,O,,,O,X,O,X,O,,,O,X,X,X,O,X,6,54.51456637287223
,,X,O,,O,,,,O,X,,O,,,X,O,X,,X,,,X,O,X,,O,,,O,X,O,X,O,O,,O,X,X,X,O,X,0,21.357207733229533
,,X,O,,O,,,,O,X,,O,,,X,O,X,,X,,,X,O,X,,O,,,O,X,O,X,O,O,X,O,X,X,X,O,X,1,59.147952443857335
,,X,O,,O,,,O,O,X,,O,,,X,O,X,,X,,,X,O,X,,O,,,O,X,O,X,O,O,X,O,X,X,X,O,X,6,43.869390461194214
,,X,O,,O,,,O,O,X,,O,,,X,O,X,,X,,,X,O,X,,O,X,,O,X,O,X,O,O,X,O,X,X,X,O,X,4,12.78711128850829
,,X,O,,O,,,O,O,X,,O,,,X,O,X,,X,,,X,O,X,O,O,X,,O,X,O,X,O,O,X,O,X,X,X,O,X,0,81.92884188127798
,,X,O,,O,,,O,O,X,,O,,,X,O,X,,X,,,X,O,X,O,O,X,X,O,X,O,X,O,O,X,O,X,X,X,O,X,4,2.761132651862296
,,X,O,,O,,,O,O,X,,O,,,X,O,X,O,X,,,X,O,X,O,O,X,X,O,X,O,X,O,O,X,O,X,X,X,O,X,6,94.39000489955905
,,X,O,,O,,,O,O,X,,O,,,X,O,X,O,X,X,,X,O,X,O,O,X,X,O,X,O,X,O,O,X,O,X,X,X,O,X,1,0.6275165414773128
,O,X,O,,O,,,O,O,X,,O,,,X,O,X,O,X,X,,X,O,X,O,O,X,X,O,X,O,X,O,O,X,O,X,X,X,O,X,0,99.11495144816594
,O,X,O,,O,,,O,O,X,,O,,,X,O,X,O,X,X,X,X,O,X,O,O,X,X,O,X,O,X,O,O,X,O,X,X,X,O,X,0,0.20137006925624812
,O,X,O,,O,,,O,O,X,,O,,O,X,O,X,O,X,X,X,X,O,X,O,O,X,X,O,X,O,X,O,O,X,O,X,X,X,O,X,6,99.55044871257233
,O,X,O,,O,,,O,O,X,,O,X,O,X,O,X,O,X,X,X,X,O,X,O,O,X,X,O,X,O,X,O,O,X,O,X,X,X,O,X,6,0.06762301309910951
,O,X,O,,O,O,,O,O,X,,O,X,O,X,O,X,O,X,X,X,X,O,X,O,O,X,X,O,X,O,X,O,O,X,O,X,X,X,O,X,0,99.94385615805558
,O,X,O,,O,O,X,O,O,X,,O,X,O,X,O,X,O,X,X,X,X,O,X,O,O,X,X,O,X,O,X,O,O,X,O,X,X,X,O,X,0,0.0005762028233938346
O,O,X,O,,O,O,X,O,O,X,,O,X,O,X,O,X,O,X,X,X,X,O,X,O,O,X,X,O,X,O,X,O,O,X,O,X,X,X,O,X,4,100.0
O,O,X,O,,O,O,X,O,O,X,X,O,X,O,X,O,X,O,X,X,X,X,O,X,O,O,X,X,O,X,O,X,O,O,X,O,X,X,X,O,X,4,0.0

